age;year;rank;ICD-2_code;underlying_cause;total_N;percentage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;1;814;Motor vehicle traffic accident involving collision with pedestrian;38;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;2;191;Malignant neoplasm of brain;17;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;3;745;Bulbus cordis anomalies and anomalies of cardiac septal closure;14;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;4;277;Other and unspecified disorders of metabolism;12;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;5;204;Lymphoid leukaemia;10;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;6;742;Other congenital anomalies of nervous system;8;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;7;205;Myeloid leukaemia;7;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;8;988;Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted;6;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;8;194;Malignant neoplasm of other endocrine glands and related structures;6;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1985;8;746;Other congenital anomalies of heart;6;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;1;191;Malignant neoplasm of brain;15;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;2;814;Motor vehicle traffic accident involving collision with pedestrian;9;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;3;204;Lymphoid leukaemia;7;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;3;746;Other congenital anomalies of heart;7;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;5;343;Infantile cerebral palsy;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;5;194;Malignant neoplasm of other endocrine glands and related structures;6;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;7;171;Malignant neoplasm of connective and other soft tissue;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;7;36;Meningococcal infection;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;7;747;Other congenital anomalies of circulatory system;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;1995;7;742;Other congenital anomalies of nervous system;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;1;C71;Malignant neoplasm of brain;16;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;2;G80;Cerebral palsy;7;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;3;E75;Disorders of sphingolipid metabolism and other lipid storage disorders;5;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;3;G40;Epilepsy;5;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;3;Y33;Other specified events undetermined intent;5;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;6;J45;Asthma;4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;6;C91;Lymphoid leukemia;4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;6;C74;Malignant neoplasm of adrenal gland;4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;6;C49;Malignant neoplasm of other connective and soft tissue;4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2005;6;Q04;Other congenital malformations of brain;4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;1;C71;Malignant neoplasm of brain;13;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;2;G80;Cerebral palsy;6;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;3;E75;Disorders of sphingolipid metabolism and other lipid storage disorders;5;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;4;J10;Influenza due to identified influenza virus;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;4;C74;Malignant neoplasm of adrenal gland;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;4;I60;Subarachnoid hemorrhage;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;C41;Malignant neoplasm of bone and articular cartilage of other and unspecified sites;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;C49;Malignant neoplasm of other connective and soft tissue;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;Q04;Other congenital malformations of brain;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;J98;Other respiratory disorders;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;V03;Pedestrian injured in collision with car pick-up truck or van;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;V09;Pedestrian injured in other and unspecified transport accidents;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-9 years;2015;7;J18;Pneumonia organism unspecified;3;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;1;28A;Pulmonary tuberculosis;485;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;2;79A;Valvular disease;284;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;3;9A;Diphtheria;246;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;4;30;Tuberculous meningitis;234;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;5;28B;Phthisis (not def. as t.b.);206;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;6;47;Rheumatic fever;189;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;7;61C;Meningitis, other forms;154;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;8;31B;Other peritoneal & intestinal tubercle;138;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;9;108;Appendicitis;136;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1915;10;79C;Other organic disease of heart;130;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;1;31;Tuberculosis of the respiratory system;518;17,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;2;51;Rheumatic fever;222;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;3;32;Tuberculosis of the central nervous system;150;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;4;10;Diphtheria;116;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;5;117;Appendicitis;112;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;6;90(2);Mitral valve disease;105;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;7;90(4);Other or unspecified valve disease;104;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;8;101a;Lobar pneumonia;78;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;9;33;Tuberculosis of the intestines and peritoneum;69;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1925;10;71;Meningitis;58;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;1;10;Diphtheria;227;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;2;23;Tuberculosis of the respiratory system;215;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;3;56;Rheumatic fever;117;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;4;92(2);Mitral valve disease;101;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;5;24;Tuberculosis of the central nervous system;100;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;6;186;Accidental injury by fall, crushing, etc.;88;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;7;92(5);Other or unspecified valve disease;84;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;8;121;Appendicitis;81;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;9;108;Lobar pneumonia;69;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1935;10;181;Accidental burns (conflagration excepted);49;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;1;14;Tuberculosis of the meninges and central nervous system;97;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;2;13b;Tb. of the resp. system without mention of occupational disease of lung;94;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;3;170c;Other motor vehicle accidents;56;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;4;197;Deaths of civilians due to operations of war;47;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;5;121(1);Appendicitis without mention of intestinal obstruction;44;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;6;58b;Acute rheumatic endocarditis;40;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;7;92b(2);Other specified valvular diseases (inc. sequelae of rheumatic fever);35;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;8;10;Diphtheria;34;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;9;107(2);Broncho-pneumonia without mention of influenza;27;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1945;10;92b(1);Mitral valve disease;25;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;1;204;Leukaemia and aleukaemia;29;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;2;812;Motor vehicle traffic accident to pedestrian;28;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;3;754;Congenital malformations of circulatory system;25;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;4;491;Bronchopneumonia;24;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;5;401;Rheumatic fever with heart involvement;21;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;6;592;Chronic nephritis;16;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;7;916;Accident caused by fire and explosion of combustible material;15;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;8;353;Epilepsy;14;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;9;550;Acute appendicitis;11;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1955;9;193;Malignant neoplasm of brain and other parts of nervous system;11;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;1;812;Motor vehicle traffic accident to pedestrian;41;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;2;754;Congenital malformations of circulatory system;37;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;3;204;Leukaemia and aleukaemia;35;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;4;491;Bronchopneumonia;32;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;5;241;Asthma;23;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;6;193;Malignant neoplasm of brain and other parts of nervous system;12;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;7;916;Accident caused by fire and explosion of combustible material;11;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;7;600;Infections of kidney;11;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;9;196;Malignant neoplasm of bone;10;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1965;9;813;Motor vehicle traffic accident to pedal cyclist;10;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;1;814;Motor vehicle traffic accident involving collision with pedestrian;35;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;2;746;Congenital anomalies of heart;21;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;3;273;Other and unspecified congenital disorders of metabolism;18;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;4;204;Lymphatic leukaemia;17;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;5;485;Bronchopneumonia, unspecified;16;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;6;345;Epilepsy;11;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;7;170;Malignant neoplasm of bone;9;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;7;812;Motor vehicle traffic accident involving collision with another motor vehicle;9;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;7;205;Myeloid leukaemia;9;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1975;7;430;Subarachnoid haemorrhage;9;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;1;814;Motor vehicle traffic accident involving collision with pedestrian;36;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;2;277;Other and unspecified disorders of metabolism;18;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;3;204;Lymphoid leukaemia;15;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;4;170;Malignant neoplasm of bone and articular cartilage;9;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;4;746;Other congenital anomalies of heart;9;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;6;345;Epilepsy;8;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;6;343;Infantile cerebral palsy;8;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;6;191;Malignant neoplasm of brain;8;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;9;745;Bulbus cordis anomalies and anomalies of cardiac septal closure;7;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;9;813;Motor vehicle traffic accident involving collision with other vehicle;7;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;9;747;Other congenital anomalies of circulatory system;7;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1985;9;741;Spina bifida;7;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;1;814;Motor vehicle traffic accident involving collision with pedestrian;20;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;2;191;Malignant neoplasm of brain;13;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;3;277;Other and unspecified disorders of metabolism;10;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;4;204;Lymphoid leukaemia;9;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;5;493;Asthma;8;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;6;345;Epilepsy;6;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;6;343;Infantile cerebral palsy;6;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;6;205;Myeloid leukaemia;6;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;9;988;Injury by other or unspecified means, undetermined whether accidentally or purposely inflicted;5;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;9;819;Motor vehicle traffic accident of unspecified nature;5;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;1995;9;746;Other congenital anomalies of heart;5;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;1;G80;Cerebral palsy;14;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;2;C71;Malignant neoplasm of brain;12;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;3;C41;Malignant neoplasm of bone and articular cartilage of other and unspecified sites;8;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;4;G40;Epilepsy;7;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;5;V09;Pedestrian injured in other and unspecified transport accidents;6;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;6;C91;Lymphoid leukemia;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;6;C92;Myeloid leukemia;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;6;D43;Neoplasm of uncertain or unknown behaviour of brain and central nervous system;5;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;9;J45;Asthma;4;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;9;C74;Malignant neoplasm of adrenal gland;4;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;9;Q24;Other congenital malformations of heart;4;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2005;9;V03;Pedestrian injured in collision with car pick-up truck or van;4;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;1;C71;Malignant neoplasm of brain;7;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;2;G80;Cerebral palsy;6;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;3;J45;Asthma;5;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;3;C92;Myeloid leukemia;5;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;5;G40;Epilepsy;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;5;J10;Influenza due to identified influenza virus;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;5;X70;Intentional self-harm by hanging strangulation and suffocation;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;8;X91;Assault by hanging strangulation and suffocation;3;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;8;U50;Coroner's verdict pending;3;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;8;Y20;Hanging strangulation and suffocation undetermined intent;3;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;8;C91;Lymphoid leukemia;3;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-14 years;2015;8;Q99;Other chromosome abnormalities not elsewhere classified;3;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;1;28A;Pulmonary tuberculosis;1.130;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;2;28B;Phthisis (not def. as t.b.);592;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;3;79A;Valvular disease;296;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;4;29A;Acute phthisis;237;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;5;92A;Lobar pneumonia;145;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;6;47;Rheumatic fever;139;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;7;79C;Other organic disease of heart;137;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;8;108;Appendicitis;126;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;8;30;Tuberculous meningitis;126;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1915;10;92B;Pneumonia (type not stated);115;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;1;31;Tuberculosis of the respiratory system;1.937;42,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;2;51;Rheumatic fever;141;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;3;90(2);Mitral valve disease;117;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;4;101a;Lobar pneumonia;114;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;5;90(4);Other or unspecified valve disease;103;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;6;33;Tuberculosis of the intestines and peritoneum;101;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;7;117;Appendicitis;96;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;8;32;Tuberculosis of the central nervous system;93;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;9;11a(1);Influenza with pulmonary and pneumonic complications;77;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1925;10;78;Epilepsy;75;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;1;23;Tuberculosis of the respiratory system;1.110;36,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;2;92(2);Mitral valve disease;105;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;3;186;Accidental injury by fall, crushing, etc.;104;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;4;92(5);Other or unspecified valve disease;84;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;4;56;Rheumatic fever;84;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;6;24;Tuberculosis of the central nervous system;81;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;7;108;Lobar pneumonia;74;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;8;91(1);Malignant endocarditis;62;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;9;121;Appendicitis;60;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1935;10;25;Tuberculosis of the intestines and peritoneum;57;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;1;13b;Tb. of the resp. system without mention of occupational disease of lung;755;37,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;2;14;Tuberculosis of the meninges and central nervous system;124;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;3;197;Deaths of civilians due to operations of war;73;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;4;92b(1);Mitral valve disease;61;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;5;92b(2);Other specified valvular diseases (inc. sequelae of rheumatic fever);53;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;6;170c;Other motor vehicle accidents;49;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-19 years;1945;7;85;Epilepsy;37;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
